player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper
14302,null,392203,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Rajasthan Royals,2009,null,30,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14303,null,392203,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Rajasthan Royals,2009,null,24,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14304,null,392203,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Player,Delhi Daredevils,Rajasthan Royals,2009,null,25,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14305,null,392203,116,PJ Sangwan,null,Right-hand bat,Left-arm medium,India,Player,Delhi Daredevils,Rajasthan Royals,2009,null,19,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14306,null,392203,135,TM Dilshan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Delhi Daredevils,Rajasthan Royals,2009,null,33,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14307,null,392203,136,A Mishra,null,Right-hand bat,Legbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2009,null,27,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14308,null,392203,171,M Manhas,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2009,null,30,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14309,null,392203,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Player,Delhi Daredevils,Rajasthan Royals,2009,null,30,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14310,null,392203,223,DP Nannes,null,Right-hand bat,Left-arm fast,Australia,Player,Delhi Daredevils,Rajasthan Royals,2009,null,33,null,null,null,V Sehwag,SK Warne,KD Karthik,M Rawat
14311,null,392203,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,27,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14312,null,392203,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,21,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14313,null,392203,36,M Rawat,null,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Delhi Daredevils,2009,null,24,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14314,null,392203,38,SK Warne,null,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Delhi Daredevils,2009,null,40,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14315,null,392203,74,GC Smith,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Delhi Daredevils,2009,null,28,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14316,null,392203,101,SA Asnodkar,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,25,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14317,null,392203,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,26,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14318,null,392203,137,AD Mascarenhas,null,Right-hand bat,Right-arm fast-medium,England,Player,Rajasthan Royals,Delhi Daredevils,2009,null,32,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14319,null,392203,160,Kamran Khan,null,Left-hand bat,Left-arm medium-fast,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,18,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14320,null,392203,167,PC Valthaty,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2009,null,26,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14321,null,392203,168,RJ Quiney,null,Left-hand bat,Right-arm medium,Australia,Player,Rajasthan Royals,Delhi Daredevils,2009,null,27,null,null,null,SK Warne,V Sehwag,M Rawat,KD Karthik
14322,null,392204,1,SC Ganguly,null,Left-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,37,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14323,null,392204,2,BB McCullum,null,Right-hand bat,Right-arm medium,New Zealand,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,28,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14324,null,392204,62,WP Saha,null,Right-hand bat,N/A,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,25,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14325,null,392204,63,LR Shukla,null,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,28,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14326,null,392204,82,AB Agarkar,null,Right-hand bat,Right-arm fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,32,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14327,null,392204,83,M Kartik,null,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,33,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14328,null,392204,84,I Sharma,null,Right-hand bat,Right-arm fast-medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,21,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14329,null,392204,104,BJ Hodge,null,Right-hand bat,Right-arm offbreak,Australia,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,35,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14330,null,392204,106,AB Dinda,null,Right-hand bat,Right-arm medium-fast,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,25,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14331,null,392204,162,CH Gayle,null,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,30,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14332,null,392204,176,MN van Wyk,null,Right-hand bat,Slow left-arm orthodox,South Africa,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,2009,null,30,null,null,null,BB McCullum,KP Pietersen,MN van Wyk,MV Boucher
14333,null,392204,8,V Kohli,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,21,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14334,null,392204,9,JH Kallis,null,Right-hand bat,Right-arm fast-medium,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,34,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14335,null,392204,11,MV Boucher,null,Right-hand bat,Right-arm medium,South Africa,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,33,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14336,null,392204,14,P Kumar,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,23,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14337,null,392204,75,Pankaj Singh,null,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,24,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14338,null,392204,96,MK Pandey,null,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,20,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14339,null,392204,124,A Kumble,null,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,39,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14340,null,392204,132,SP Goswami,null,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,20,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14341,null,392204,158,KP Pietersen,null,Right-hand bat,Right-arm offbreak,South Africa,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,29,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14342,null,392204,177,RE van der Merwe,null,Right-hand bat,Slow left-arm orthodox,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,25,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14343,null,392204,181,KP Appanna,null,Right-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2009,null,21,null,null,null,KP Pietersen,BB McCullum,MV Boucher,MN van Wyk
14344,null,392205,24,K Goel,null,Left-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,23,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14345,null,392205,26,KC Sangakkara,null,Left-hand bat,Right-arm offbreak,Sri Lanka,Keeper,Kings XI Punjab,Mumbai Indians,2009,null,32,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14346,null,392205,27,Yuvraj Singh,null,Left-hand bat,Slow left-arm orthodox,India,Captain,Kings XI Punjab,Mumbai Indians,2009,null,28,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14347,null,392205,29,IK Pathan,null,Left-hand bat,Left-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,25,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14348,null,392205,64,DPMD Jayawardene,null,Right-hand bat,Right-arm medium,Sri Lanka,Player,Kings XI Punjab,Mumbai Indians,2009,null,32,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14349,null,392205,67,PP Chawla,null,Left-hand bat,Legbreak,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,21,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14350,null,392205,68,WA Mota,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,28,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14351,null,392205,153,RR Powar,null,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,31,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14352,null,392205,161,RS Bopara,null,Right-hand bat,Right-arm medium,England,Player,Kings XI Punjab,Mumbai Indians,2009,null,24,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14353,null,392205,215,YA Abdulla,null,Left-hand bat,Left-arm fast-medium,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,26,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14354,null,392205,243,VS Malik,null,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2009,null,26,null,null,null,Yuvraj Singh,SR Tendulkar,KC Sangakkara,PR Shah
14355,null,392205,15,Z Khan,null,Right-hand bat,Left-arm fast-medium,India,Player,Mumbai Indians,Kings XI Punjab,2009,null,31,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14356,null,392205,42,S Dhawan,null,Left-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2009,null,24,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14357,null,392205,44,ST Jayasuriya,null,Left-hand bat,Slow left-arm orthodox,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2009,null,40,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14358,null,392205,47,PR Shah,null,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2009,null,22,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14359,null,392205,48,AM Nayar,null,Left-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2009,null,26,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14360,null,392205,50,Harbhajan Singh,null,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2009,null,29,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14361,null,392205,71,DJ Bravo,null,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2009,null,26,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14362,null,392205,79,SS Tiwary,null,Left-hand bat,N/A,India,Player,Mumbai Indians,Kings XI Punjab,2009,null,20,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14363,null,392205,133,SR Tendulkar,null,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2009,null,36,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14364,null,392205,154,JP Duminy,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Mumbai Indians,Kings XI Punjab,2009,null,25,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14365,null,392205,194,SL Malinga,null,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2009,null,26,null,null,null,SR Tendulkar,Yuvraj Singh,PR Shah,KC Sangakkara
14366,null,392206,53,AC Gilchrist,null,Left-hand bat,Right-arm offbreak,Australia,CaptainKeeper,Deccan Chargers,Delhi Daredevils,2009,null,38,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14367,null,392206,54,Y Venugopal Rao,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,27,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14368,null,392206,57,RG Sharma,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,22,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14369,null,392206,61,RP Singh,null,Right-hand bat,Left-arm fast-medium,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,24,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14370,null,392206,97,HH Gibbs,null,Right-hand bat,Right-arm bowler,South Africa,Player,Deccan Chargers,Delhi Daredevils,2009,null,35,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14371,null,392206,131,PP Ojha,null,Left-hand bat,Slow left-arm orthodox,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,23,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14372,null,392206,147,DR Smith,null,Right-hand bat,Right-arm medium,West Indies,Player,Deccan Chargers,Delhi Daredevils,2009,null,26,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14373,null,392206,165,FH Edwards,null,Right-hand bat,Right-arm fast,West Indies,Player,Deccan Chargers,Delhi Daredevils,2009,null,27,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14374,null,392206,172,AA Bilakhia,null,Right-hand bat,Right-arm medium,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,23,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14375,null,392206,178,TL Suman,null,Right-hand bat,Right-arm offbreak,India,Player,Deccan Chargers,Delhi Daredevils,2009,null,26,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14376,null,392206,179,Shoaib Ahmed,null,Right-hand bat,Right-arm fast-medium,Pakistan,Player,Deccan Chargers,Delhi Daredevils,2009,null,19,null,null,null,AC Gilchrist,V Sehwag,AC Gilchrist,KD Karthik
14377,null,392206,40,G Gambhir,null,Left-hand bat,Legbreak,India,Player,Delhi Daredevils,Deccan Chargers,2009,null,28,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14378,null,392206,41,V Sehwag,null,Right-hand bat,Right-arm offbreak,India,Captain,Delhi Daredevils,Deccan Chargers,2009,null,31,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14379,null,392206,73,A Nehra,null,Right-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Deccan Chargers,2009,null,30,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14380,null,392206,88,KD Karthik,null,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Deccan Chargers,2009,null,24,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14381,null,392206,110,AB de Villiers,null,Right-hand bat,Right-arm medium,South Africa,Player,Delhi Daredevils,Deccan Chargers,2009,null,25,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14382,null,392206,116,PJ Sangwan,null,Right-hand bat,Left-arm medium,India,Player,Delhi Daredevils,Deccan Chargers,2009,null,19,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14383,null,392206,135,TM Dilshan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Delhi Daredevils,Deccan Chargers,2009,null,33,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14384,null,392206,136,A Mishra,null,Right-hand bat,Legbreak,India,Player,Delhi Daredevils,Deccan Chargers,2009,null,27,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14385,null,392206,171,M Manhas,null,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Deccan Chargers,2009,null,30,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14386,null,392206,175,DL Vettori,null,Left-hand bat,Slow left-arm orthodox,New Zealand,Player,Delhi Daredevils,Deccan Chargers,2009,null,30,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14387,null,392206,223,DP Nannes,null,Right-hand bat,Left-arm fast,Australia,Player,Delhi Daredevils,Deccan Chargers,2009,null,33,null,null,null,V Sehwag,AC Gilchrist,KD Karthik,AC Gilchrist
14388,null,392207,31,YK Pathan,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,27,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14389,null,392207,35,RA Jadeja,null,Left-hand bat,Slow left-arm orthodox,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,21,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14390,null,392207,36,M Rawat,null,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Chennai Super Kings,2009,null,24,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14391,null,392207,38,SK Warne,null,Right-hand bat,Legbreak googly,Australia,Captain,Rajasthan Royals,Chennai Super Kings,2009,null,40,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14392,null,392207,39,SK Trivedi,null,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,27,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14393,null,392207,74,GC Smith,null,Left-hand bat,Right-arm offbreak,South Africa,Player,Rajasthan Royals,Chennai Super Kings,2009,null,28,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14394,null,392207,101,SA Asnodkar,null,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,25,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14395,null,392207,126,MM Patel,null,Right-hand bat,Right-arm medium-fast,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,26,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14396,null,392207,137,AD Mascarenhas,null,Right-hand bat,Right-arm fast-medium,England,Player,Rajasthan Royals,Chennai Super Kings,2009,null,32,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14397,null,392207,160,Kamran Khan,null,Left-hand bat,Left-arm medium-fast,India,Player,Rajasthan Royals,Chennai Super Kings,2009,null,18,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14398,null,392207,168,RJ Quiney,null,Left-hand bat,Right-arm medium,Australia,Player,Rajasthan Royals,Chennai Super Kings,2009,null,27,null,null,null,SK Warne,MS Dhoni,M Rawat,MS Dhoni
14399,null,392207,17,PA Patel,null,Left-hand bat,N/A,India,Player,Chennai Super Kings,Rajasthan Royals,2009,null,24,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14400,null,392207,18,ML Hayden,null,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Rajasthan Royals,2009,null,38,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14401,null,392207,20,MS Dhoni,null,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Rajasthan Royals,2009,null,28,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14402,null,392207,21,SK Raina,null,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Rajasthan Royals,2009,null,23,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14403,null,392207,22,JDP Oram,null,Left-hand bat,Right-arm fast-medium,New Zealand,Player,Chennai Super Kings,Rajasthan Royals,2009,null,31,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14404,null,392207,23,S Badrinath,null,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Rajasthan Royals,2009,null,29,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14405,null,392207,109,JA Morkel,null,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Rajasthan Royals,2009,null,28,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
14406,null,392207,121,M Muralitharan,null,Right-hand bat,Right-arm offbreak,Sri Lanka,Player,Chennai Super Kings,Rajasthan Royals,2009,null,37,null,null,null,MS Dhoni,SK Warne,MS Dhoni,M Rawat
